duration,count,class
245,1624,0
246,813,0
247,416,0
248,866,0
249,4183,2
250,563,2
251,1264,2
252,133,2
253,238,2
254,491,2
255,842,0
256,866,0
257,562,0
258,1090,0
259,123,0
260,584,0
261,355,0
262,1507,0
263,387,0
264,3996,0
265,1320,0
266,145,0
267,201,0
268,1128,0
269,4434,0
270,958,0
271,358,0
272,1709,0
273,190,0
274,4401,0
275,1280,0
276,1348,0
277,376,0
278,344,0
279,2257,2
280,1046,2
281,887,2
282,2607,2
283,2616,2
284,2889,2
285,768,2
286,1265,2
287,286,0
288,203,0
289,407,0
290,352,0
291,689,0
292,375,0
293,811,0
294,987,0
295,298,0
296,614,0
297,1794,0
298,1915,0
299,1530,0
300,1604,0
301,225,0
302,248,0
303,1749,0
304,1046,0
305,3496,0
306,2633,0
307,551,0
308,118,0
309,137,0
310,429,0
311,1797,0
312,2360,0
313,578,0
314,1259,0
315,199,0
316,457,0
317,380,0
318,895,0
319,2264,0
320,3199,0
321,1459,0
322,2190,0
323,262,0
324,5325,0
325,6727,0
326,4778,0
327,1029,0
328,2267,0
329,421,0
330,13294,0
331,312,0
332,468,0
333,6995,0
334,524,0
335,2590,0
336,861,0
337,754,0
338,320,0
339,15819,0
340,688,0
341,725,0
342,376,2
343,723,2
344,112,2
345,4125,2
346,544,2
347,364,2
348,31922,2
349,14272,2
350,245,0
351,87,0
352,301,0
353,2969,0
354,45253,0
355,2395,0
356,4092,0
357,1107,0
358,115,0
359,478,0
360,1129,0
361,1587,0
362,7938,0
363,5506,0
364,11510,0
365,42588,0
366,23017,0
367,284,0
368,71,0
369,54,0
370,346,0
371,1308,0
372,64,0
373,83,0
374,92,0
375,115,0
376,67,0
377,70,0
378,52,0
379,146,0
380,901,0
381,104,0
382,44,0
383,139,0
384,104,0
385,441,0
386,91,0
387,421,0
388,182,0
389,40,0
390,65,0
391,76,0
392,61,0
393,220,0
394,208,0
395,169,0
396,990,0
397,64,0
398,116,0
399,96,0
400,44,0
401,44,0
402,47,0
403,43,0
404,4322,0
405,72,0
406,51,0
407,57,0
408,47,0
409,50,0
410,55,0
411,45,0
412,32,0
413,273,0
414,112,0
415,83,0
416,47,0
417,76,0
418,46,0
419,47,0
420,54,0
421,57,0
422,46,0
423,528,0
424,53,0
425,256,0
426,59,0
427,60,0
428,62,0
429,89,0
430,69,0
431,90,0
432,63,0
433,164,0
434,46,0
435,64,0
436,50,0
437,98,0
438,343,0
439,149,0
440,50,0
441,53,0
442,61,0
443,233,0
444,65,0
445,25,0
446,44,0
447,36,0
448,41,0
449,39,0
450,105,0
451,38,0
452,34,0
453,37,0
454,84,0
455,36,0
456,413,0
457,83,0
458,56,0
459,33,0
460,43,0
461,28,0
462,377,0
463,48,0
464,32,0
465,67,0
466,41,0
467,173,0
468,105,0
469,53,0
470,198,0
471,56,0
472,111,0
473,26,0
474,18,0
475,47,0
476,45,0
477,128,0
478,37,0
479,53,0
480,43,0
481,38,0
482,42,0
483,28,0
484,54,0
485,1352,0
486,84,0
487,29,0
488,752,0
489,84,0
490,18,0
491,29,0
492,27,0
493,291,0
494,926,0
495,33,0
496,39,0
497,37,0
498,24,0
499,173,0
500,51,0
501,60,0
502,23,0
503,27,0
504,23,0
505,26,0
506,49,0
507,35,0
508,18,0
509,27,0
510,38,0
511,30,0
512,42,0
513,34,0
514,72,0
515,31,0
516,67,0
517,99,0
518,34,0
519,138,0
520,42,0
521,245,0
522,19,0
523,28,0
524,41,0
525,22,0
526,28,0
527,43,0
528,36,0
529,31,0
530,29,0
531,80,0
532,30,0
533,26,0
534,46,0
535,47,0
536,27,0
537,30,0
538,47,0
539,37,0
540,40,0
541,40,0
542,31,0
543,37,0
544,25,0
545,27,0
546,51,0
547,29,0
548,148,0
549,32,0
550,29,0
551,23,0
552,32,0
553,30,0
554,26,0
555,35,0
556,49,0
557,21,0
558,29,0
559,34,0
560,23,0
561,21,0
562,14,0
563,30,0
564,14,0
565,10,0
566,30,0
567,24,0
568,30,0
569,19,0
570,25,0
571,30,0
572,25,0
573,33,0
574,31,0
575,40,0
576,51,0
577,43,0
578,35,0
579,45,0
580,61,0
581,38,0
582,42,0
583,15,0
584,38,0
585,17,0
586,15,0
587,22,0
588,20,0
589,18,0
590,26,0
591,28,0
592,11,0
593,24,0
594,25,0
595,25,0
596,36,0
597,18,0
598,37,0
599,270,0
600,19,0
601,39,0
602,23,0
603,26,0
604,36,0
605,84,0
606,31,0
607,106,0
608,27,0
609,49,0
610,39,0
611,23,0
612,34,0
613,26,0
614,22,0
615,33,0
616,31,0
617,29,0
618,23,0
619,36,0
620,30,0
621,49,0
622,93,0
623,28,0
624,22,0
625,150,0
626,30,0
627,47,0
628,26,0
629,37,0
630,27,0
631,30,0
632,21,0
633,41,0
634,23,0
635,22,0
636,24,0
637,245,0
638,53,0
639,85,0
640,120,0
641,33,0
642,41,0
643,94,0
644,36,0
645,38,0
646,33,0
647,34,0
648,11,0
649,18,0
650,27,0
651,30,0
652,24,0
653,17,0
654,87,0
655,33,0
656,19,0
657,22,0
658,29,0
659,36,0
660,18,0
661,76,0
662,20,0
663,18,0
664,35,0
665,30,0
666,35,0
667,20,0
668,46,0
669,32,0
670,24,0
671,31,0
672,35,0
673,26,0
674,13,0
675,24,0
676,17,0
677,22,0
678,87,0
679,16,0
680,26,0
681,30,0
682,36,0
683,20,0
684,21,0
685,21,0
686,30,0
687,58,0
688,56,0
689,41,0
690,10,0
691,24,0
692,3730,0
693,18,0
694,25,0
695,703,0
696,39,0
697,27,0
698,31,0
699,41,0
700,220,0
701,43,0
702,58,0
703,27,0
704,10,0
705,14,0
706,23,0
707,16,0
708,28,0
709,16,0
710,27,0
711,14,0
712,38,0
713,15,0
714,26,0
715,20,0
716,27,0
717,27,0
718,9,0
719,11,0
720,24,0
721,19,0
722,28,0
723,37,0
724,44,0
725,15,0
726,32,0
727,32,0
728,94,0
729,195,0
730,38,0
731,2643,0
732,4,0
733,15,0
734,17,0
735,16,0
736,20,0
737,14,0
738,10,0
739,13,0
740,12,0
741,9,0
742,28,0
743,26,0
744,25,0
745,52,0
746,86,0
747,526,0
748,18,0
749,11,0
750,62,0
751,16,0
752,19,0
753,5,0
754,7,0
755,9,0
756,16,0
757,21,0
758,24,0
759,37,0
760,7,0
761,10,0
762,18,0
763,23,0
764,12,0
765,15,0
766,14,0
767,5,0
768,4,0
769,15,0
770,8,0
771,22,0
772,19,0
773,17,0
774,6,0
775,72,0
776,15,0
777,10,0
778,199,0
779,20,0
780,17,0
781,5,0
782,5,0
783,20,0
784,14,0
785,16,0
786,21,0
787,18,0
788,7,0
789,24,0
790,10,0
791,12,0
792,14,0
793,13,0
794,20,0
795,4,0
796,4,0
797,11,0
798,6,0
799,4,0
800,16,0
801,15,0
802,4,0
803,7,0
804,14,0
805,44,0
806,16,0
807,8,0
808,22,0
809,3,0
810,6,0
811,23,0
812,20,0
813,22,0
814,20,0
815,21,0
816,4,0
817,6,0
818,116,0
819,23,0
820,1018,0
821,27,0
822,24,0
823,5,0
824,7,0
825,15,0
826,7,0
827,8,0
828,19,0
829,20,0
830,18,0
831,87,0
832,82,0
833,96,0
834,160,0
835,408,0
836,3066,0
837,2,0
838,6,0
839,7,0
840,2,0
841,2,0
842,1,0
843,3,0
844,5,0
845,2,0
846,3,0
847,3,0
848,1,0
850,7,0
851,6,0
853,2,0
854,2,0
855,1,0
856,10,0
857,1,0
858,2,0
859,4,0
860,1,0
861,3,0
862,12,0
863,5,0
864,2,0
865,5,0
866,1,0
867,1,0
868,4,0
869,7,0
870,3,0
871,3,0
872,2,0
873,3,0
875,4,0
876,3,0
877,3,0
878,2,0
879,3,0
880,1,0
881,3,0
882,2,0
883,3,0
884,2,0
885,4,0
886,3,0
887,8,0
888,5,0
889,3,0
890,1,0
891,1,0
893,3,0
894,2,0
895,3,0
896,1,0
897,3,0
898,2,0
899,1,0
900,1,0
901,1,0
902,6,0
903,2,0
904,2,0
905,2,0
908,2,0
909,2,0
910,5,0
912,2,0
913,1,0
914,4,0
915,4,0
916,6,0
917,1,0
918,6,0
919,2,0
920,1,0
921,1,0
922,2,0
923,3,0
924,3,0
925,5,0
927,2,0
928,5,0
929,1,0
931,3,0
932,2,0
933,3,0
934,5,0
935,3,0
936,1,0
937,1,0
938,1,0
939,4,0
940,1,0
942,2,0
943,2,0
944,2,0
945,7,0
946,2,0
947,1,0
948,2,0
949,3,0
950,1,0
951,4,0
952,2,0
953,2,0
954,2,0
955,2,0
956,2,0
957,3,0
958,10,0
959,2,0
960,1,0
961,2,0
962,4,0
963,58,0
964,2,0
965,3,0
966,4,0
967,3,0
968,3,0
969,2,0
970,2,0
971,1,0
972,6,0
973,1,0
975,5,0
976,3,0
977,4,0
978,1,0
982,2,0
983,2,0
984,1,0
985,3,0
986,2,0
987,2,0
988,3,0
989,2,0
990,1,0
991,2,0
992,24,0
993,6,0
994,4,0
995,1,0
996,1,0
997,4,0
998,1,0
999,4,0
1000,2,0
1001,4,0
1002,2,0
1003,1,0
1004,2,0
1005,1,0
1006,4,0
1007,6,0
1008,3,0
1009,4,0
1010,1,0
1011,1,0
1012,2,0
1013,1,0
1014,2,0
1015,1,0
1016,1,0
1017,2,0
1018,1,0
1020,3,0
1023,3,0
1024,3,0
1026,3,0
1027,1,0
1028,3,0
1029,3,0
1030,2,0
1033,1,0
1035,3,0
1036,1,0
1037,5,0
1038,1,0
1039,2,0
1041,2,0
1042,1,0
1044,1,0
1045,1,0
1046,3,0
1049,3,0
1050,1,0
1051,2,0
1052,3,0
1053,2,0
1054,3,0
1056,3,0
1057,4,0
1058,2,0
1059,1,0
1062,2,0
1064,1,0
1065,2,0
1066,1,0
1067,3,0
1068,2,0
1069,2,0
1070,2,0
1071,5,0
1072,2,0
1073,1,0
1074,35,1
1075,1,1
1077,1,1
1078,3,1
1079,4,1
1080,2,1
1081,2,1
1083,2,1
1084,4,1
1088,4,1
1089,1,1
1090,1,1
1091,1,1
1092,50,1
1093,3,1
1094,1,1
1095,20,1
1096,61,1
1097,173,1
1098,2,1
1100,2,1
1101,3,1
1103,2,1
1104,4,1
1105,809,1
1106,404,1
1107,2,1
1109,2,1
1110,1,1
1112,5,1
1113,1,1
1114,2,1
1115,3,1
1118,1,1
1119,1,1
1120,2,1
1121,9,1
1122,6,1
1123,1,1
1124,4,1
1125,2,1
1126,2,1
1127,4,1
1128,1,1
1130,2,1
1132,3,1
1133,4,1
1134,1,1
1136,2,1
1137,2,1
1138,1,1
1140,1,1
1142,2,1
1143,1,1
1144,1,1
1146,2,1
1148,1,1
1150,1,1
1151,2,1
1152,4,1
1155,2,1
1156,3,1
1158,2,1
1162,1,1
1163,2,1
1165,2,1
1168,2,1
1169,1,1
1170,1,1
1171,2,1
1174,2,1
1176,1,1
1177,1,1
1180,1,1
1182,1,1
1183,1,1
1184,1,1
1186,1,1
1188,2,1
1189,1,1
1191,1,1
1192,1,1
1193,2,1
1194,1,1
1198,2,1
1200,1,1
1207,2,1
1212,1,1
1213,3,1
1214,1,1
1215,1,1
1217,1,1
1218,1,1
1219,1,1
1220,2,1
1221,3,1
1222,1,1
1225,5,1
1226,1,1
1229,3,1
1230,2,1
1231,2,1
1234,25,1
1235,1,1
1238,1,1
1240,2,1
1241,1,1
1243,2,1
1250,2,1
1254,1,1
1255,1,1
1257,2,1
1259,1,1
1260,2,1
1262,2,1
1263,1,1
1268,2,1
1270,3,1
1271,2,1
1277,1,1
1278,1,1
1285,2,1
1286,2,1
1288,1,1
1289,1,1
1292,5,1
1296,1,1
1301,3,1
1303,1,1
1304,2,1
1305,2,1
1306,1,1
1307,1,1
1308,1,1
1310,2,1
1314,1,1
1318,1,1
1319,1,1
1320,1,1
1322,1,1
1323,1,1
1325,1,1
1327,2,1
1328,1,1
1330,1,1
1331,1,1
1332,1,1
1333,3,1
1337,1,1
1339,1,1
1340,2,1
1341,80,1
1344,1,1
1347,3,1
1350,2,1
1351,1,1
1352,2,1
1353,1,1
1354,1,1
1357,1,1
1358,1,1
1359,2,1
1360,3,1
1361,4,1
1362,2,1
1366,1,1
1368,1,1
1369,2,1
1371,2,1
1372,1,1
1374,2,1
1375,1,1
1380,1,1
1381,1,1
1382,2,1
1383,1,1
1386,1,1
1388,3,1
1392,2,1
1393,2,1
1399,1,1
1400,2,1
1401,1,1
1403,1,1
1408,1,1
1411,2,1
1415,22,1
1416,11,1
1417,2,1
1418,1,1
1420,2,1
1421,1,1
1427,2,1
1428,1,1
1429,17,1
1430,4,1
1432,2,1
1434,3,1
1435,4,1
1437,1,1
1441,1,1
1442,3,1
1443,5,1
1444,17,1
1445,1,1
1448,2,1
1450,2,1
1453,1,1
1456,1,1
1457,9,1
1458,5,1
1459,1,1
1460,4,1
1461,1,1
1462,1,1
1463,1,1
1467,1,1
1471,4,1
1472,12,1
1474,1,1
1475,1,1
1479,22,1
1480,3,1
1482,1,1
1483,1,1
1484,1,1
1486,1,1
1490,1,1
1491,2,1
1492,1,1
1493,13,1
1500,4,1
1506,5,1
1507,5,1
1509,2,1
1511,2,1
1514,6,1
1515,17,1
1521,3,1
1522,1,1
1524,3,1
1525,2,1
1526,2,1
1527,1,1
1528,8,1
1529,2,1
1531,2,1
1534,4,1
1535,7,1
1540,1,1
1541,8,1
1542,2,1
1543,2,1
1547,3,1
1548,2,1
1550,2,1
1551,3,1
1553,1,1
1554,7,1
1555,2,1
1556,16,1
1557,6,1
1569,4,1
1570,5,1
1571,12,1
1573,2,1
1574,2,1
1575,1,1
1576,4,1
1577,1,1
1580,4,1
1581,1,1
1584,20,1
1585,1,1
1586,1,1
1588,2,1
1589,3,1
1590,1,1
1593,3,1
1594,3,1
1595,1,1
1597,4,1
1598,2,1
1603,2,1
1604,1,1
1606,1,1
1608,2,1
1610,1,1
1611,15,1
1612,6,1
1614,3,1
1617,1,1
1621,1,1
1624,3,1
1625,2,1
1626,8,1
1631,5,1
1632,1,1
1639,2,1
1640,9,1
1642,2,1
1643,3,1
1644,2,1
1645,3,1
1651,1,1
1654,38,1
1655,2,1
1658,2,1
1659,7,1
1661,1,1
1668,12,1
1670,1,1
1672,2,1
1674,1,1
1675,2,1
1677,1,1
1682,12,1
1684,1,1
1686,3,1
1690,1,1
1691,1,1
1693,1,1
1695,12,1
1696,9,1
1698,1,1
1699,1,1
1701,1,1
1703,2,1
1705,1,1
1706,2,1
1709,4,1
1710,10,1
1711,3,1
1712,3,1
1721,34,1
1725,2,1
1728,1,1
1733,1,1
1737,2,1
1744,3,1
1746,2,1
1747,4,1
1748,5,1
1750,3,1
1751,1,1
1753,1,1
1754,1,1
1755,4,1
1756,6,1
1757,4,1
1758,1,1
1761,4,1
1762,3,1
1763,1,1
1764,6,1
1768,2,1
1769,3,1
1770,6,1
1771,1,1
1772,2,1
1774,1,1
1775,3,1
1776,3,1
1777,2,1
1779,2,1
1783,2,1
1784,3,1
1785,5,1
1786,2,1
1789,2,1
1790,3,1
1791,6,1
1792,2,1
1793,1,1
1794,1,1
1795,2,1
1796,9,1
1797,4,1
1798,2,1
1799,6,1
1800,4,1
1801,2,1
1802,3,1
1803,6,1
1804,4,1
1805,7,1
1806,4,1
1807,1,1
1810,3,1
1811,3,1
1812,2,1
1813,1,1
1814,2,1
1815,1,1
1816,2,1
1817,4,1
1818,4,1
1819,4,1
1820,4,1
1822,1,1
1823,1,1
1824,4,1
1825,15,1
1826,2,1
1827,1,1
1831,1,1
1832,6,1
1833,7,1
1834,5,1
1835,5,1
1837,1,1
1839,2,1
1840,6,1
1841,1,1
1842,2,1
1843,1,1
1844,3,1
1845,1,1
1846,4,1
1847,5,1
1848,4,1
1849,3,1
1851,1,1
1852,4,1
1853,1,1
1854,1,1
1855,4,1
1856,2,1
1858,1,1
1859,2,1
1860,2,1
1861,2,1
1862,2,1
1863,2,1
1864,1,1
1868,3,1
1869,2,1
1870,2,1
1873,5,1
1874,5,1
1875,6,1
1876,2,1
1877,1,1
1879,3,1
1880,3,1
1881,3,1
1882,1,1
1883,1,1
1884,3,1
1887,4,1
1888,3,1
1889,1,1
1890,5,1
1891,3,1
1893,1,1
1894,4,1
1895,5,1
1896,4,1
1897,2,1
1898,3,1
1900,2,1
1901,5,1
1902,2,1
1903,1,1
1904,1,1
1908,3,1
1909,1,1
1910,2,1
1911,4,1
1912,3,1
1913,1,1
1915,6,1
1916,3,1
1918,2,1
1919,2,1
1921,2,1
1922,1,1
1923,2,1
1924,3,1
1925,3,1
1926,2,1
1929,2,1
1931,1,1
1933,2,1
1937,2,1
1938,1,1
1939,2,1
1940,4,1
1943,2,1
1944,2,1
1945,2,1
1947,3,1
1948,1,1
1951,7,1
1952,3,1
1953,1,1
1954,1,1
1957,1,1
1958,3,1
1959,2,1
1960,4,1
1961,1,1
1962,5,1
1963,1,1
1965,4,1
1966,2,1
1968,1,1
1970,2,1
1971,3,1
1972,1,1
1973,2,1
1974,1,1
1975,4,1
1978,1,1
1979,3,1
1982,2,1
1985,1,1
1988,1,1
1989,1,1
1994,1,1
1996,1,1
2000,1,1
2001,2,1
2005,1,1
2006,1,1
2007,2,1
2008,4,1
2009,2,1
2010,1,1
2013,2,1
2014,2,1
2015,2,1
2016,1,1
2020,1,1
2021,1,1
2022,3,1
2023,5,1
2024,2,1
2027,2,1
2028,4,1
2029,4,1
2031,1,1
2034,2,1
2035,6,1
2036,1,1
2040,1,1
2041,1,1
2049,1,1
2050,1,1
2051,1,1
2055,3,1
2056,1,1
2057,3,1
2058,1,1
2061,2,1
2062,2,1
2063,1,1
2064,1,1
2069,3,1
2070,2,1
2071,3,1
2072,2,1
2077,1,1
2079,1,1
2080,2,1
2083,2,1
2084,3,1
2085,1,1
2092,2,1
2093,3,1
2094,2,1
2096,2,1
2097,2,1
2098,2,1
2100,1,1
2105,1,1
2106,1,1
2108,1,1
2109,1,1
2110,1,1
2114,2,1
2115,3,1
2116,1,1
2118,2,1
2119,2,1
2120,3,1
2121,1,1
2125,2,1
2126,2,1
2129,1,1
2132,3,1
2133,2,1
2134,1,1
2139,2,1
2141,5,1
2142,4,1
2143,1,1
2148,1,1
2149,3,1
2150,2,1
2156,3,1
2157,1,1
2160,1,1
2161,2,1
2162,1,1
2163,3,1
2164,5,1
2165,1,1
2167,2,1
2168,1,1
2169,2,1
2170,1,1
2173,4,1
2174,2,1
2175,1,1
2176,1,1
2177,1,1
2183,1,1
2184,2,1
2185,1,1
2188,2,1
2191,1,1
2194,1,1
2196,2,1
2197,4,1
2199,4,1
2200,2,1
2203,2,1
2205,1,1
2206,1,1
2211,1,1
2212,2,1
2216,3,1
2217,1,1
2219,2,1
2220,1,1
2223,5,1
2224,2,1
2225,2,1
2226,1,1
2229,2,1
2230,1,1
2231,2,1
2232,2,1
2233,1,1
2234,1,1
2237,1,1
2238,3,1
2241,1,1
2244,1,1
2245,1,1
2246,1,1
2248,3,1
2249,1,1
2251,3,1
2252,2,1
2253,3,1
2255,1,1
2258,2,1
2259,4,1
2260,2,1
2261,1,1
2266,4,1
2267,1,1
2268,1,1
2270,2,1
2271,1,1
2276,2,1
2277,1,1
2281,3,1
2282,1,1
2287,31,1
2288,2,1
2289,1,1
2295,1,1
2296,1,1
2297,1,1
2300,2,1
2301,1,1
2302,1,1
2303,2,1
2307,2,1
2314,1,1
2324,1,1
2329,1,1
2332,2,1
2335,2,1
2336,1,1
2338,1,1
2339,3,1
2342,1,1
2343,1,1
2344,2,1
2345,2,1
2349,1,1
2350,1,1
2356,1,1
2357,1,1
2359,1,1
2364,2,1
2374,1,1
2386,1,1
2388,1,1
2392,1,1
2393,1,1
2394,1,1
2395,1,1
2399,1,1
2405,1,1
2414,1,1
2429,1,1
2433,1,1
2437,1,1
2441,1,1
2442,2,1
2444,1,1
2449,1,1
2450,1,1
2451,1,1
2464,1,1
2466,1,1
2479,1,1
2483,1,1
2492,1,1
2496,1,1
2503,1,1
2512,1,1
2514,1,1
2526,2,1
2531,2,1
2533,1,1
2540,1,1
2545,1,1
2551,1,1
2552,1,1
2553,1,1
2555,1,1
2559,1,1
2561,27,1
2577,1,1
2601,1,1
2617,1,1
2799,1,1
2867,1,1
2896,1,1
2905,1,1
2908,1,1
2911,1,1
2912,15,1
2919,1,1
2927,1,1
2930,1,1
2942,2,1
2950,1,1
2952,1,1
3027,1,1
3273,1,1
3277,3,1
3281,1,1
3300,1,1
3596,1,1
3967,1,1
4429,1,1
6106,1,1
7689,1,1
7698,1,1
7880,1,1
9999,9370,1
10000,136,1
10001,12,1
10002,22,1
10003,12,1
10004,6,1
10005,4,1
10006,8,1
10007,16,1
10008,6,1
10009,16,1
10010,12,1
10011,14,1
10012,6,1
10013,2,1
10014,6,1
10015,13,1
10016,10,1
10017,4,1
10018,16,1
10021,14,1
10022,12,1
10023,6,1
10024,14,1
10025,10,1
10028,14,1
10029,6,1
10030,5,1
10031,4,1
10032,8,1
10033,2,1
10034,4,1
10035,4,1
10036,6,1
10037,4,1
10038,8,1
10039,6,1
10040,2,1
10042,4,1
10043,4,1
10044,3,1
10045,2,1
10046,4,1
10049,6,1
10050,8,1
10051,6,1
10052,12,1
10053,2,1
10058,2,1
10059,4,1
10063,2,1
10064,4,1
10065,4,1
10066,4,1
10067,4,1
10070,4,1
10072,2,1
10073,2,1
10074,2,1
10077,2,1
10078,2,1
10079,4,1
10080,4,1
10081,4,1
10084,4,1
10085,1,1
10088,2,1
10092,1,1
10093,6,1
10094,4,1
10101,1,1
10102,6,1
10107,2,1
10108,4,1
10109,2,1
10112,4,1
10115,2,1
10116,2,1
10118,2,1
10119,2,1
10120,10,1
10121,4,1
10128,4,1
10130,6,1
10140,2,1
10141,2,1
10143,2,1
10144,2,1
10149,2,1
10150,2,1
10151,2,1
10157,4,1
10158,2,1
10162,6,1
10163,2,1
10164,2,1
10165,6,1
10169,6,1
10171,2,1
10172,4,1
10175,4,1
10177,2,1
10178,2,1
10179,2,1
10183,4,1
10191,2,1
10193,4,1
10196,2,1
10198,4,1
10199,2,1
10204,2,1
10205,2,1
10207,6,1
10210,2,1
10217,2,1
10219,2,1
10221,4,1
10226,2,1
10227,2,1
10228,2,1
10231,4,1
10235,2,2
10241,2,2
10248,2,2
10253,2,2
10255,2,2
10256,2,2
10262,2,2
10267,2,2
10269,6,2
10270,2,2
10273,2,2
10275,2,2
